State,District,Market,Commodity,Min Price,Max Price,Modal Price
Haryana,Karnal,"New Grain Market(main), Karnal",Grapes,12000,30000,21000
Haryana,Karnal,"New Grain Market(main), Karnal",Lemon,2000,2500,2250
Haryana,Karnal,"New Grain Market(main), Karnal",Mango,1000,4000,2500
Haryana,Karnal,"New Grain Market(main), Karnal",Onion,1000,1700,1350
Haryana,Karnal,"New Grain Market(main), Karnal",Peas cod,6000,7000,6500
Haryana,Karnal,"New Grain Market(main), Karnal",Potato,700,1000,850
Haryana,Karnal,"New Grain Market(main), Karnal",Pumpkin,800,1000,900
Haryana,Karnal,"New Grain Market(main), Karnal",Water Melon,3000,3200,3100
Haryana,Karnal,Tarori,Banana,1800,2200,2000
Haryana,Karnal,Tarori,Cucumbar(Kheera),800,1000,900
Haryana,Karnal,Tarori,Onion,1400,1600,1500
Haryana,Karnal,Tarori,Potato,800,1000,900
Haryana,Karnal,Tarori,Tomato,4000,4500,4500
Haryana,Kurukshetra,Ladwa,Apple,4000,14000,10000
Haryana,Kurukshetra,Ladwa,Banana,2500,3000,2750
Haryana,Kurukshetra,Ladwa,Bhindi(Ladies Finger),3000,3500,3200
Haryana,Kurukshetra,Ladwa,Bitter gourd,3500,3500,3500
Haryana,Kurukshetra,Ladwa,Bottle gourd,2000,2500,2200
Haryana,Kurukshetra,Ladwa,Cabbage,1500,1500,1500
Haryana,Kurukshetra,Ladwa,Cauliflower,5000,5000,5000
Haryana,Kurukshetra,Ladwa,Cucumbar(Kheera),1500,2000,1750
Haryana,Kurukshetra,Ladwa,Green Chilli,4000,4000,4000
Haryana,Kurukshetra,Ladwa,Leafy Vegetable,2000,2000,2000
Haryana,Kurukshetra,Ladwa,Lemon,4000,4000,4000
Haryana,Kurukshetra,Ladwa,Mango,1500,4000,3000
Haryana,Kurukshetra,Ladwa,Mousambi(Sweet Lime),3000,4000,3500
Haryana,Kurukshetra,Ladwa,Onion,1500,2000,1750
Haryana,Kurukshetra,Ladwa,Pear(Marasebu),3500,3600,3600
Haryana,Kurukshetra,Ladwa,Pineapple,3000,4000,3500
Haryana,Kurukshetra,Ladwa,Pomegranate,8000,8000,8000
Haryana,Kurukshetra,Ladwa,Potato,1000,1500,1200
Haryana,Kurukshetra,Ladwa,Pumpkin,2000,2000,2000
Haryana,Kurukshetra,Ladwa,Raddish,2000,2000,2000
Haryana,Kurukshetra,Ladwa,Ridgeguard(Tori),3000,4000,3500
Haryana,Kurukshetra,Pehowa,Bottle gourd,1500,1600,1600
Haryana,Kurukshetra,Pehowa,Cauliflower,1400,1500,1500
Haryana,Kurukshetra,Pehowa,Onion,1600,1600,1600
Haryana,Kurukshetra,Pehowa,Papaya,1500,1600,1600
Haryana,Kurukshetra,Pehowa,Potato,900,900,900
Haryana,Kurukshetra,Pehowa,Tomato,1600,1600,1600
Haryana,Kurukshetra,Pipli,Maize,1400,1400,1400
Haryana,Kurukshetra,Shahabad,Apple,5500,10610,7000
Haryana,Kurukshetra,Shahabad,Banana,2500,2980,2700
Haryana,Kurukshetra,Shahabad,Bhindi(Ladies Finger),2200,2700,2500
Haryana,Kurukshetra,Shahabad,Bitter gourd,2000,2500,2200
Haryana,Kurukshetra,Shahabad,Bottle gourd,1000,1500,1200
Haryana,Kurukshetra,Shahabad,Brinjal,2000,3000,2700
Haryana,Kurukshetra,Shahabad,Cabbage,2000,2200,2100
Haryana,Kurukshetra,Shahabad,Capsicum,7000,7000,7000
Haryana,Kurukshetra,Shahabad,Carrot,1800,1800,1800
Haryana,Kurukshetra,Shahabad,Cauliflower,4000,5000,4500
Haryana,Kurukshetra,Shahabad,Cluster beans,4000,4000,4000
Haryana,Kurukshetra,Shahabad,Colacasia,3000,4000,3500
Haryana,Kurukshetra,Shahabad,Cucumbar(Kheera),1200,1500,1300
Haryana,Kurukshetra,Shahabad,Garlic,5100,12600,12000
Haryana,Kurukshetra,Shahabad,Ginger(Dry),11000,11000,11000
Haryana,Kurukshetra,Shahabad,Green Chilli,6000,6500,6200
Haryana,Kurukshetra,Shahabad,Guava,5000,5000,5000
Haryana,Kurukshetra,Shahabad,Lemon,1500,3500,2500
Haryana,Kurukshetra,Shahabad,Mango,1200,3500,2300
Haryana,Kurukshetra,Shahabad,Mousambi(Sweet Lime),2500,3200,3000
Haryana,Kurukshetra,Shahabad,Onion,760,1870,900
Haryana,Kurukshetra,Shahabad,Pear(Marasebu),1000,2500,1500
Haryana,Kurukshetra,Shahabad,Peas Wet,6000,6000,6000
Haryana,Kurukshetra,Shahabad,Plum,4000,6000,5000
Haryana,Kurukshetra,Shahabad,Pomegranate,7000,7365,7200
Haryana,Kurukshetra,Shahabad,Potato,600,1000,800
Haryana,Kurukshetra,Shahabad,Pumpkin,1000,1200,1100
Haryana,Kurukshetra,Shahabad,Raddish,1500,1800,1700
Haryana,Kurukshetra,Shahabad,Spinach,2000,2500,2300
Haryana,Kurukshetra,Shahabad,Sponge gourd,1200,2000,1500
Haryana,Kurukshetra,Shahabad,Tinda,3500,3500,3500
Haryana,Kurukshetra,Shahabad,Tomato,5000,8000,7500
Haryana,Kurukshetra,Shahabad,Water Melon,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Ateli,Mustard,4600,5250,4700
Haryana,Mahendragarh-Narnaul,Mohindergarh,Apple,5000,13000,6000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Banana,1500,2000,1750
Haryana,Mahendragarh-Narnaul,Mohindergarh,Bhindi(Ladies Finger),1500,2000,1750
Haryana,Mahendragarh-Narnaul,Mohindergarh,Bitter gourd,1500,1500,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Bottle gourd,1000,1500,1250
Haryana,Mahendragarh-Narnaul,Mohindergarh,Brinjal,1500,2000,1750
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cabbage,500,1200,850
Haryana,Mahendragarh-Narnaul,Mohindergarh,Capsicum,5000,5000,5000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Colacasia,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cucumbar(Kheera),800,1500,1150
Haryana,Mahendragarh-Narnaul,Mohindergarh,Garlic,4000,5000,4500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Ginger(Green),12000,12000,12000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Green Chilli,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Lemon,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Mango,2000,5000,3500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Mango (Raw-Ripe),1000,1200,1100
Haryana,Mahendragarh-Narnaul,Mohindergarh,Mousambi(Sweet Lime),2000,3000,2500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Onion,1000,1400,1200
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pear(Marasebu),4000,5000,4500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pineapple,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Plum,5000,8000,6500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pointed gourd (Parval),1200,1500,1350
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pomegranate,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Potato,900,1000,950
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pumpkin,800,1000,900
Haryana,Mahendragarh-Narnaul,Mohindergarh,Ridgeguard(Tori),1000,1500,1250
Haryana,Mahendragarh-Narnaul,Mohindergarh,Tinda,1800,2200,2000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Tomato,7000,9000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Banana,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Bhindi(Ladies Finger),2000,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Bottle gourd,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,1500,2500,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,1500,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Green Chilli,2500,3500,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Mango,2000,3500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Mango (Raw-Ripe),1500,3000,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Mousambi(Sweet Lime),2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,1500,1800,1800
Haryana,Mahendragarh-Narnaul,Narnaul,Pear(Marasebu),1500,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,6000,6000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,1100,1200,1200
Haryana,Mahendragarh-Narnaul,Narnaul,Pumpkin,1000,1200,1200
Haryana,Mahendragarh-Narnaul,Narnaul,Raddish,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Spinach,1500,1500,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Sponge gourd,1500,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Tender Coconut,3500,3500,3500
Haryana,Mahendragarh-Narnaul,Narnaul,Tinda,2000,3000,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,8000,9000,9000
Haryana,Panchkula,"New Grain Market , Panchkula",Banana,5000,7000,6000
Haryana,Panchkula,"New Grain Market , Panchkula",Mango,5000,7000,6000
Haryana,Panchkula,"New Grain Market , Panchkula",Onion,2500,3500,3000
Haryana,Panchkula,"New Grain Market , Panchkula",Potato,2500,3500,3000
Haryana,Panchkula,"New Grain Market , Panchkula",Water Melon,1500,2500,2000
Haryana,Panchkula,Panchkul(Kalka),Apple,8500,9500,9000
Haryana,Panchkula,Panchkul(Kalka),Potato,2000,3000,2500
Haryana,Panchkula,Raipur Rai,Bhindi(Ladies Finger),2500,3000,2500
Haryana,Panchkula,Raipur Rai,Bitter gourd,2000,2500,2000
Haryana,Panchkula,Raipur Rai,Bottle gourd,1500,2000,1500
Haryana,Panchkula,Raipur Rai,Brinjal,2500,3000,2500
Haryana,Panchkula,Raipur Rai,Capsicum,3500,4000,3500
Haryana,Panchkula,Raipur Rai,Coriander(Leaves),3000,3500,3000
Haryana,Panchkula,Raipur Rai,Cucumbar(Kheera),2200,2500,2200
Haryana,Panchkula,Raipur Rai,Onion,1400,1500,1400
Haryana,Panchkula,Raipur Rai,Potato,800,1200,800
Haryana,Panchkula,Raipur Rai,Pumpkin,1500,1800,1500
Haryana,Panchkula,Raipur Rai,Tinda,2500,3000,2500
Haryana,Panipat,Madlauda,Onion,1300,1300,1300
Haryana,Panipat,Madlauda,Potato,1200,1200,1200
Haryana,Panipat,Madlauda,Tomato,6000,6000,6000
Haryana,Rewari,Kosli,Banana,1800,1800,1800
Haryana,Rewari,Kosli,Bhindi(Ladies Finger),3000,3000,3000
Haryana,Rewari,Kosli,Bottle gourd,1300,1500,1500
Haryana,Rewari,Kosli,Brinjal,2000,2000,2000
Haryana,Rewari,Kosli,Cabbage,2000,2000,2000
Haryana,Rewari,Kosli,Cucumbar(Kheera),1500,1500,1500
Haryana,Rewari,Kosli,Mango,3500,3500,3500
Haryana,Rewari,Kosli,Onion,1800,1800,1800
Haryana,Rewari,Kosli,Pointed gourd (Parval),2000,2000,2000
Haryana,Rewari,Kosli,Potato,1200,1200,1200
Haryana,Rewari,Kosli,Pumpkin,1000,1000,1000
Haryana,Rewari,Rewari,Apple,6000,14000,10000
Haryana,Rewari,Rewari,Banana,1200,3000,2200
Haryana,Rewari,Rewari,Onion,1000,2000,1500
Haryana,Rewari,Rewari,Potato,1000,2000,1500
Haryana,Rewari,Rewari,Tomato,6000,10000,8000
Haryana,Rohtak,Meham,Apple,5000,5000,5000
Haryana,Rohtak,Meham,Banana,1700,1700,1700
Haryana,Rohtak,Meham,Brinjal,2000,2000,2000
Haryana,Rohtak,Meham,Cucumbar(Kheera),1000,1200,1100
Haryana,Rohtak,Meham,Mango,2000,2500,2200
Haryana,Rohtak,Meham,Mousambi(Sweet Lime),2500,3000,2800
Haryana,Rohtak,Meham,Onion,1400,1400,1400
Haryana,Rohtak,Meham,Potato,1200,1200,1200
Haryana,Rohtak,Meham,Spinach,800,800,800
Haryana,Sirsa,Dabwali,Apple,4000,20000,12000
Haryana,Sirsa,Dabwali,Cucumbar(Kheera),1000,2000,1500
Haryana,Sirsa,Dabwali,Mango,2000,8040,5000
Haryana,Sirsa,Dabwali,Onion,837,837,837
Haryana,Sirsa,Dabwali,Potato,400,1000,800
Haryana,Sirsa,Dabwali,Tomato,7000,8000,7500
Haryana,Sirsa,Ellanabad,Bengal Gram(Gram)(Whole),4990,4990,4990
Haryana,Sirsa,Ellanabad,Cotton,7040,7050,7048
Haryana,Sirsa,Ellanabad,Guar,5524,5524,5524
Haryana,Sirsa,Ellanabad,Mustard,5098,5393,5260
Haryana,Sirsa,kalanwali,Mustard,4941,5226,5000
Haryana,Sirsa,kalanwali,Onion,1200,1200,1200
Haryana,Sirsa,kalanwali,Potato,1000,1000,1000
Haryana,Sirsa,"New Grain Market , Sirsa",Cotton,6950,7130,7000
Haryana,Sirsa,"New Grain Market , Sirsa",Mustard,4980,5160,5000
Haryana,Sirsa,Sirsa,Apple,3000,16000,14000
Haryana,Sirsa,Sirsa,Brinjal,2000,3800,3000
Haryana,Sirsa,Sirsa,Cabbage,2000,2200,2100
Haryana,Sirsa,Sirsa,Chikoos(Sapota),8000,8000,8000
Haryana,Sirsa,Sirsa,Cucumbar(Kheera),1000,3000,2300
Haryana,Sirsa,Sirsa,Grapes,13000,23000,19000
Haryana,Sirsa,Sirsa,Mango,1200,6000,2500
Haryana,Sirsa,Sirsa,Onion,600,1700,1400
Haryana,Sirsa,Sirsa,Potato,400,1090,900
Haryana,Sirsa,Sirsa,Tomato,5700,12000,9000
Haryana,Sonipat,Ganaur,Apple,12000,15000,14000
Haryana,Sonipat,Ganaur,Banana,3000,4000,3500
Haryana,Sonipat,Ganaur,Bhindi(Ladies Finger),2500,3000,2800
Haryana,Sonipat,Ganaur,Bitter gourd,2500,3000,2800
Haryana,Sonipat,Ganaur,Bottle gourd,1500,2000,1800
Haryana,Sonipat,Ganaur,Brinjal,3000,4000,3500
Haryana,Sonipat,Ganaur,Cabbage,3000,4000,3500
Haryana,Sonipat,Ganaur,Capsicum,1000,1200,1000
Haryana,Sonipat,Ganaur,Cauliflower,6000,8000,7000
Haryana,Sonipat,Ganaur,Coriander(Leaves),6000,8000,7000
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),1200,1500,1400
Haryana,Sonipat,Ganaur,Garlic,10000,15000,12000
Haryana,Sonipat,Ganaur,Ginger(Green),12000,15000,14000
Haryana,Sonipat,Ganaur,Green Chilli,5000,6000,5500
Haryana,Sonipat,Ganaur,Guava,3000,4000,3500
Haryana,Sonipat,Ganaur,Lemon,5000,6000,5500
Haryana,Sonipat,Ganaur,Mango,5000,6000,5500
Haryana,Sonipat,Ganaur,Mango (Raw-Ripe),3000,4000,3500
Haryana,Sonipat,Ganaur,Mousambi(Sweet Lime),3000,4000,3500
Haryana,Sonipat,Ganaur,Onion,1800,2000,2000
Haryana,Sonipat,Ganaur,Peas Wet,10000,12000,10000
Haryana,Sonipat,Ganaur,Pomegranate,10000,12000,10000
Haryana,Sonipat,Ganaur,Potato,1500,2000,1800
Haryana,Sonipat,Ganaur,Pumpkin,1200,1500,1400
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),3000,4000,3500
Haryana,Sonipat,Ganaur,Spinach,3000,4000,3500
Haryana,Sonipat,Ganaur,Tomato,10000,12000,11000
Haryana,Sonipat,Ganaur,Yam (Ratalu),3000,4000,3500
Haryana,Sonipat,Gohana,Apple,5000,6000,5000
Haryana,Sonipat,Gohana,Banana - Green,2000,2200,2000
Haryana,Sonipat,Gohana,Bhindi(Ladies Finger),2000,2500,2000
Haryana,Sonipat,Gohana,Brinjal,1500,2000,1500
Haryana,Sonipat,Gohana,Cucumbar(Kheera),700,1500,700
Haryana,Sonipat,Gohana,Green Chilli,4000,8000,4000
Haryana,Sonipat,Gohana,Guava,2000,5000,2000
Haryana,Sonipat,Gohana,Lemon,5000,6000,5000
Haryana,Sonipat,Gohana,Mango,2500,3500,2500
Haryana,Sonipat,Gohana,Mousambi(Sweet Lime),2500,3000,2500
Haryana,Sonipat,Gohana,Onion,1200,1800,1200
Haryana,Sonipat,Gohana,Peas cod,7500,8000,7500
Haryana,Sonipat,Gohana,Potato,1200,1400,1200
Haryana,Yamuna Nagar,Chhachrauli,Bhindi(Ladies Finger),1900,2500,1900
Haryana,Yamuna Nagar,Chhachrauli,Bottle gourd,1500,2200,1500
Haryana,Yamuna Nagar,Chhachrauli,Brinjal,2200,3000,2200
Haryana,Yamuna Nagar,Chhachrauli,Cucumbar(Kheera),1600,1600,1600
Haryana,Yamuna Nagar,Chhachrauli,Green Chilli,5000,5000,5000
Haryana,Yamuna Nagar,Chhachrauli,Mango,1200,1500,1200
Haryana,Yamuna Nagar,Chhachrauli,Onion,1600,2200,1600
Haryana,Yamuna Nagar,Chhachrauli,Potato,1300,1450,1300
Haryana,Yamuna Nagar,Chhachrauli,Pumpkin,1000,1400,1000
Haryana,Yamuna Nagar,Chhachrauli,Ridgeguard(Tori),2000,2000,2000
Haryana,Yamuna Nagar,Chhachrauli,Tomato,8000,8000,8000
Haryana,Yamuna Nagar,Jagadhri,Apple,2800,14000,12000
Haryana,Yamuna Nagar,Jagadhri,Banana,1100,2000,1800
Haryana,Yamuna Nagar,Jagadhri,Bhindi(Ladies Finger),1000,2000,1800
Haryana,Yamuna Nagar,Jagadhri,Bottle gourd,1000,1800,1650
Haryana,Yamuna Nagar,Jagadhri,Brinjal,1800,2300,2000
Haryana,Yamuna Nagar,Jagadhri,Cabbage,900,1000,1000
Haryana,Yamuna Nagar,Jagadhri,Capsicum,4000,6000,5500
Haryana,Yamuna Nagar,Jagadhri,Cucumbar(Kheera),1000,1450,1250
Haryana,Yamuna Nagar,Jagadhri,Ginger(Green),3000,6000,6000
Haryana,Yamuna Nagar,Jagadhri,Green Chilli,3000,6000,5500
Haryana,Yamuna Nagar,Jagadhri,Lemon,1800,4000,3800
Haryana,Yamuna Nagar,Jagadhri,Mango,1200,2500,2250
Haryana,Yamuna Nagar,Jagadhri,Mousambi(Sweet Lime),2000,2535,2400
Haryana,Yamuna Nagar,Jagadhri,Onion,1300,1780,1500
Haryana,Yamuna Nagar,Jagadhri,Pomegranate,3000,8000,7000
Haryana,Yamuna Nagar,Jagadhri,Potato,1000,1090,1090
Haryana,Yamuna Nagar,Jagadhri,Tomato,8000,10000,9500
Haryana,Yamuna Nagar,Mustafabad,Bhindi(Ladies Finger),2000,2500,2200
Haryana,Yamuna Nagar,Mustafabad,Bitter gourd,2000,2500,2500
Haryana,Yamuna Nagar,Mustafabad,Bottle gourd,2000,2000,2000
Haryana,Yamuna Nagar,Mustafabad,Onion,1000,1500,1400
Haryana,Yamuna Nagar,Mustafabad,Potato,1000,1500,1400
Haryana,Yamuna Nagar,Mustafabad,Pumpkin,1000,1500,1400
Haryana,Yamuna Nagar,Mustafabad,Tomato,5000,5000,5000
Haryana,Yamuna Nagar,Radaur,Banana,2200,3000,2500
Haryana,Yamuna Nagar,Radaur,Bhindi(Ladies Finger),1500,2000,1800
Haryana,Yamuna Nagar,Radaur,Bitter gourd,1800,2200,1900
Haryana,Yamuna Nagar,Radaur,Bottle gourd,1000,2000,1500
Haryana,Yamuna Nagar,Radaur,Brinjal,2500,3000,2800
Haryana,Yamuna Nagar,Radaur,Cabbage,1800,2000,1900
Haryana,Yamuna Nagar,Radaur,Cauliflower,4000,6000,5000
Haryana,Yamuna Nagar,Radaur,Cucumbar(Kheera),1500,2000,1800
Haryana,Yamuna Nagar,Radaur,Lemon,4000,4000,4000
Haryana,Yamuna Nagar,Radaur,Mango,3000,3000,3000
Haryana,Yamuna Nagar,Radaur,Onion,1200,1500,1400
Haryana,Yamuna Nagar,Radaur,Potato,1000,1200,1100
Haryana,Yamuna Nagar,Radaur,Pumpkin,1000,1400,1200
Haryana,Yamuna Nagar,Radaur,Ridgeguard(Tori),2000,3000,2500
Haryana,Yamuna Nagar,Radaur,Tomato,5000,6000,5500
Himachal Pradesh,Solan,Solan,Apple,2900,13000,6500
Himachal Pradesh,Solan,Solan,Banana,2100,3300,2700
Himachal Pradesh,Solan,Solan,Bhindi(Ladies Finger),3000,4000,3500
Himachal Pradesh,Solan,Solan,Bitter gourd,3500,4000,3800
Himachal Pradesh,Solan,Solan,Bottle gourd,2500,4000,3400
Himachal Pradesh,Solan,Solan,Brinjal,4500,6000,5000
Himachal Pradesh,Solan,Solan,Cabbage,2000,2500,2200
Himachal Pradesh,Solan,Solan,Capsicum,4000,8500,7000
Himachal Pradesh,Solan,Solan,Carrot,2000,2500,2200
Himachal Pradesh,Solan,Solan,Cauliflower,2500,4000,3500
Himachal Pradesh,Solan,Solan,Coriander(Leaves),10000,12000,11000
Himachal Pradesh,Solan,Solan,Cucumbar(Kheera),1000,4000,1500
Himachal Pradesh,Solan,Solan,French Beans (Frasbean),2500,7000,7000
Himachal Pradesh,Solan,Solan,Garlic,6000,14000,9000
Himachal Pradesh,Solan,Solan,Green Chilli,5000,7000,6000
Himachal Pradesh,Solan,Solan,Lemon,5000,7000,6000
Himachal Pradesh,Solan,Solan,Mango,1000,3000,2000
Himachal Pradesh,Solan,Solan,Mousambi(Sweet Lime),5000,5500,5200
Himachal Pradesh,Solan,Solan,Onion,1700,2500,2200
Himachal Pradesh,Solan,Solan,Papaya,3000,3500,3200
Himachal Pradesh,Solan,Solan,Pomegranate,5000,12500,11000
Himachal Pradesh,Solan,Solan,Potato,1700,2500,1800
Himachal Pradesh,Solan,Solan,Pumpkin,1500,2500,2000
Himachal Pradesh,Solan,Solan,Raddish,1500,2500,2000
Himachal Pradesh,Solan,Solan,Spinach,4000,4200,4000
Himachal Pradesh,Solan,Solan,Sponge gourd,3000,4500,4000
Karnataka,Chamrajnagar,Chamaraj Nagar,Beans,1600,3000,2400
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,1500,2400,2000
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,500,1000,750
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,600,1200,900
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,500,1200,900
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,2000,2500,2300
Karnataka,Chamrajnagar,Chamaraj Nagar,Cucumbar(Kheera),400,500,450
Karnataka,Chamrajnagar,Chamaraj Nagar,Green Chilli,4500,6500,5500
Karnataka,Chamrajnagar,Chamaraj Nagar,Knool Khol,1500,2000,1700
Karnataka,Chamrajnagar,Chamaraj Nagar,Raddish,1200,1600,1400
Karnataka,Chamrajnagar,Chamaraj Nagar,Ridgeguard(Tori),1500,2600,2100
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,3000,9000,8000
Karnataka,Kolar,Kolar,Tomato,3330,12670,7330
Karnataka,Kolar,Mulabagilu,Tomato,2666,11333,6000
Karnataka,Tumkur,Tiptur,Copra,8500,9800,9800
Kerala,Alappuzha,Aroor,Amphophalus,5000,5200,5100
Kerala,Alappuzha,Aroor,Ashgourd,2000,2200,2100
Kerala,Alappuzha,Aroor,Banana,4900,5100,5000
Kerala,Alappuzha,Aroor,Banana,3000,3200,3100
Kerala,Alappuzha,Aroor,Banana,2500,2700,2600
Kerala,Alappuzha,Aroor,Banana - Green,3800,4000,3900
Kerala,Alappuzha,Aroor,Beetroot,4000,4200,4100
Kerala,Alappuzha,Aroor,Brinjal,3800,4000,3900
Kerala,Alappuzha,Aroor,Cabbage,2200,2400,2300
Kerala,Alappuzha,Aroor,Capsicum,9200,9400,9300
Kerala,Alappuzha,Aroor,Carrot,4900,5100,5000
Kerala,Alappuzha,Chengannur,Amphophalus,4800,5100,5000
Kerala,Alappuzha,Chengannur,Ashgourd,2500,3000,2800
Kerala,Alappuzha,Chengannur,Banana - Green,4000,4800,4500
Kerala,Alappuzha,Chengannur,Beetroot,4300,4600,4400
Kerala,Alappuzha,Chengannur,Bhindi(Ladies Finger),3500,3800,3700
Kerala,Alappuzha,Chengannur,Bitter gourd,3900,4200,4000
Kerala,Alappuzha,Chengannur,Bottle gourd,1900,2200,2000
Kerala,Alappuzha,Chengannur,Brinjal,3400,3700,3500
Kerala,Alappuzha,Chengannur,Cabbage,3200,3500,3400
Kerala,Alappuzha,Chengannur,Capsicum,0,0,10000
Kerala,Alappuzha,Chengannur,Carrot,4400,4700,4600
Kerala,Alappuzha,Chengannur,Cauliflower,0,0,6000
Kerala,Alappuzha,Chengannur,Cowpea(Veg),4000,4200,4000
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),1400,1800,1500
Kerala,Alappuzha,Chengannur,Drumstick,2800,3100,3000
Kerala,Alappuzha,Chengannur,Garlic,0,0,16000
Kerala,Alappuzha,Chengannur,Green Chilli,6500,7000,6800
Kerala,Alappuzha,Chengannur,Onion,1850,2100,2000
Kerala,Alappuzha,Chengannur,Onion,11000,12500,11500
Kerala,Alappuzha,Chengannur,Potato,3000,3500,3300
Kerala,Alappuzha,Chengannur,Pumpkin,2500,3200,3000
Kerala,Alappuzha,Chengannur,Snakeguard,3700,4000,3800
Kerala,Alappuzha,Chengannur,Tomato,9500,10200,10000
Kerala,Alappuzha,Harippad,Amaranthus,4000,4500,4000
Kerala,Alappuzha,Harippad,Amphophalus,5000,5500,5000
Kerala,Alappuzha,Harippad,Ashgourd,3000,3600,3000
Kerala,Alappuzha,Harippad,Banana,5000,5500,5000
Kerala,Alappuzha,Harippad,Banana - Green,4000,4500,4000
Kerala,Alappuzha,Harippad,Beetroot,4000,4500,4000
Kerala,Alappuzha,Harippad,Bhindi(Ladies Finger),4000,4500,4000
Kerala,Alappuzha,Harippad,Bitter gourd,5000,5500,5000
Kerala,Alappuzha,Harippad,Bottle gourd,2000,2500,2000
Kerala,Alappuzha,Harippad,Brinjal,3000,3600,3000
Kerala,Alappuzha,Harippad,Cabbage,3000,3600,3000
Kerala,Alappuzha,Harippad,Capsicum,9000,9500,9000
Kerala,Alappuzha,Harippad,Carrot,6000,6500,6000
Kerala,Alappuzha,Harippad,Cauliflower,4000,4500,4000
Kerala,Alappuzha,Harippad,Colacasia,6000,6500,6000
Kerala,Alappuzha,Kayamkulam,Amaranthus,2900,3100,3000
Kerala,Alappuzha,Kayamkulam,Amphophalus,4300,4500,4400
Kerala,Alappuzha,Kayamkulam,Ashgourd,1500,1700,1600
Kerala,Alappuzha,Kayamkulam,Banana,4900,5100,5000
Kerala,Alappuzha,Kayamkulam,Banana,2100,2300,2200
Kerala,Alappuzha,Kayamkulam,Banana - Green,1900,2100,2000
Kerala,Alappuzha,Kayamkulam,Beetroot,1600,1800,1700
Kerala,Alappuzha,Kayamkulam,Bhindi(Ladies Finger),2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Bitter gourd,5900,6100,6000
Kerala,Alappuzha,Kayamkulam,Brinjal,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Cabbage,1700,1900,1800
Kerala,Alappuzha,Kayamkulam,Carrot,4400,4600,4500
Kerala,Alappuzha,Kayamkulam,Cauliflower,4400,4600,4500
Kerala,Alappuzha,Kayamkulam,Cowpea(Veg),4200,4400,4300
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),700,900,800
Kerala,Alappuzha,Kayamkulam,Drumstick,1600,1800,1700
Kerala,Alappuzha,Kayamkulam,French Beans (Frasbean),5400,5600,5500
